Date,ICICI_Close,Nifty_Close,BankNifty_Close,Gold_Close,USD_INR,Bond_10Y,Bond_5Y,US_10Y,US_5Y,FII_Net,DII_Net,CPI_Index,WPI_Index,Trade_Balance_Billion_USD,Repo_Rate_%,CRR_%,Real_GDP_YoY_Growth_%,Net Profit (₹ Cr),NII (₹ Cr),Nifty_RSI_14,BankNifty_RSI_14,ICICI_RSI_14
2010-01-21,,,,,,,,,,,,65.03028,78.4632109468159,-12.47613,,,10.149064571049893,878.0,2100.0,25.148824618409492,36.72079164372835,41.493824319576326
2010-01-22,-1.407298072932306,-1.1415035571881393,-1.6441807907996209,0.0,0.23861171366594824,0.001000000000000334,0.038000000000000256,-0.013000011444091353,-0.02200007438659668,0.0,0.0,65.03028,78.4632109468159,-12.47613,0.0,0.0,10.149064571049893,878.0,2100.0,20.746682557850235,29.486751669021928,36.78649148691853
2010-01-25,-1.177582175148928,-0.5579844649771681,-0.8669076945237997,0.5508630434241768,-0.3246050638389897,0.016000000000000014,0.011999999999999567,0.032000064849853516,0.021000146865844282,0.0,0.0,65.03028,78.4632109468159,-12.47613,0.0,0.0,10.149064571049893,878.0,2100.0,19.0145689678301,26.5641306242225,33.41820415142864
2010-01-26,0.0,0.0,0.0,0.24653701265220374,0.0,0.0,0.0,0.0,-0.008000135421752486,0.0,0.0,65.03028,78.4632109468159,-12.47613,0.0,0.0,10.149064571049893,878.0,2100.0,,,
2010-01-27,-5.235925289643095,-3.0911121968522637,-4.217738209910083,-1.2296201566444842,0.5210594876248198,-0.03900000000000059,-0.024999999999999467,0.01399993896484375,0.029999971389770508,0.0,0.0,65.03028,78.4632109468159,-12.47613,0.0,0.0,10.149064571049893,878.0,2100.0,12.716159061705213,17.536159502295106,23.315983026568432
2010-01-28,0.0952652011793731,0.29156419729696736,1.1290764111110407,-0.07377801642500792,0.1079913606911509,0.005000000000000782,0.0,0.01399993896484375,0.026000022888183594,0.0,0.0,65.03028,78.4632109468159,-12.47613,0.0,0.0,10.149064571049893,878.0,2100.0,15.4723601319171,24.6109906055691,23.744015729292897
2010-01-29,5.367675397441807,0.30406912912834816,2.703042027947533,-0.0553687337998543,-0.5825242718446644,0.041999999999999815,0.01499999999999968,-0.04900002479553178,-0.06099987030029297,0.0,0.0,65.03028,78.4632109468159,-12.47613,0.0,0.0,10.149064571049893,878.0,2100.0,18.375608750340614,38.391968615826144,43.05079847753999
2010-02-01,0.6563576772856017,0.36153647199692607,-0.026582574676436987,1.9667635113688853,0.41232638888890616,0.04699999999999971,0.02200000000000024,0.04500007629394487,0.026999950408935547,0.0,0.0,65.03028,78.4632109468159,-12.47613,0.0,0.0,10.149064571049893,878.0,2100.0,21.824193291863935,38.31578493270335,44.983545379104655
2010-02-02,-2.010053329174988,-1.4204970688377228,-2.0938186475706,1.1862695831480918,-0.34579641236223146,0.038000000000000256,0.051000000000000156,-0.01900005340576172,-0.017999887466430664,0.0,0.0,65.03028,78.4632109468159,-12.47613,0.0,0.0,10.149064571049893,878.0,2100.0,18.50423733147079,32.796744653202424,40.42873403480221
2010-02-03,2.4969499654981853,2.106581601680957,1.9331165744438161,-0.5369607901294149,-0.30362177401864754,-0.007000000000000561,0.0,0.06800007820129395,0.04499983787536621,0.0,0.0,65.03028,78.4632109468159,-12.47613,0.0,0.0,10.149064571049893,878.0,2100.0,34.251036435336175,41.060977452434976,47.40934956460916
