Datetime,Open,High,Low,Close,Volume,RSI_14
2024-06-11 04:00:00+00:00,1126.699951171875,1129.050048828125,1117.800048828125,1118.300048828125,5391124,59.94802574278379
2024-06-11 08:00:00+00:00,1118.4000244140625,1123.0,1113.6500244140625,1116.3499755859375,4806227,58.30678192044951
2024-06-12 04:00:00+00:00,1131.800048828125,1132.4000244140625,1121.0,1122.1500244140625,6030844,58.79441823651431
2024-06-12 08:00:00+00:00,1121.949951171875,1123.5,1116.050048828125,1119.550048828125,6399597,56.91589317156113
2024-06-13 04:00:00+00:00,1118.5,1120.0,1111.0999755859375,1111.75,5200226,51.27572342224432
2024-06-13 08:00:00+00:00,1111.699951171875,1111.8499755859375,1105.050048828125,1110.300048828125,4741872,50.26789183242988
2024-06-14 04:00:00+00:00,1111.4000244140625,1112.5,1103.550048828125,1106.050048828125,4339730,47.150729299573904
2024-06-14 08:00:00+00:00,1106.0,1107.699951171875,1103.9000244140625,1105.050048828125,3883477,46.436111264916725
2024-06-18 04:00:00+00:00,1109.0,1119.0,1105.8499755859375,1117.75,6189467,56.032934189574
2024-06-18 08:00:00+00:00,1117.800048828125,1135.0,1117.1500244140625,1122.8499755859375,9327624,59.26121401447897
2024-06-19 04:00:00+00:00,1145.550048828125,1152.5,1134.3499755859375,1151.0999755859375,10198236,71.80787591610155
2024-06-19 08:00:00+00:00,1151.4000244140625,1165.3499755859375,1138.5,1144.449951171875,14866707,66.31985025327702
2024-06-20 04:00:00+00:00,1136.75,1154.0,1135.5,1149.8499755859375,5460589,65.93099576013512
2024-06-20 08:00:00+00:00,1149.449951171875,1160.0,1149.300048828125,1156.800048828125,5308480,68.40549386295478
2024-06-21 04:00:00+00:00,1158.0,1163.699951171875,1151.0,1161.199951171875,7420128,69.97543654005078
2024-06-21 08:00:00+00:00,1161.199951171875,1169.199951171875,1150.949951171875,1157.4000244140625,58438674,66.8256861616664
2024-06-24 04:00:00+00:00,1164.800048828125,1169.9000244140625,1162.550048828125,1164.8499755859375,4685907,69.57524190373833
2024-06-24 08:00:00+00:00,1164.9000244140625,1172.4000244140625,1164.0,1170.0999755859375,4115544,71.57906377935652
2024-06-25 04:00:00+00:00,1176.8499755859375,1199.3499755859375,1172.25,1196.0999755859375,12348857,79.27238705088182
2024-06-25 08:00:00+00:00,1196.199951171875,1205.949951171875,1192.3499755859375,1204.9000244140625,11432193,81.16629347553754
2024-06-26 04:00:00+00:00,1196.449951171875,1218.5,1196.0,1215.449951171875,7851858,78.41733786865039
2024-06-26 08:00:00+00:00,1215.050048828125,1222.699951171875,1211.0,1211.0,13499640,75.16510666276899
2024-06-27 04:00:00+00:00,1226.300048828125,1235.0,1219.5,1225.300048828125,9180724,77.63716022812642
2024-06-27 08:00:00+00:00,1224.9000244140625,1225.199951171875,1215.199951171875,1219.9000244140625,6393094,73.67406762656984
2024-06-28 04:00:00+00:00,1216.0,1218.8499755859375,1198.5999755859375,1205.5,4131934,63.79503612188522
2024-06-28 08:00:00+00:00,1205.300048828125,1206.6500244140625,1196.3499755859375,1197.25,6521028,58.832892880159
2024-07-01 04:00:00+00:00,1200.9000244140625,1213.25,1197.6500244140625,1211.1500244140625,3310620,64.17324836142622
2024-07-01 08:00:00+00:00,1210.9000244140625,1215.1500244140625,1206.75,1208.050048828125,3434874,62.19732729846729
2024-07-02 04:00:00+00:00,1194.0,1198.949951171875,1185.699951171875,1192.5999755859375,6398742,53.3066341223961
2024-07-02 08:00:00+00:00,1192.800048828125,1193.8499755859375,1186.75,1191.800048828125,4771767,52.85708791363156
2024-07-03 04:00:00+00:00,1205.1500244140625,1210.5999755859375,1200.0,1201.8499755859375,4737582,57.06261110539302
2024-07-03 08:00:00+00:00,1202.25,1205.300048828125,1198.199951171875,1201.5999755859375,6716773,56.90545013348904
2024-07-04 00:00:00+00:00,1217.25,1226.75,1214.550048828125,1226.25,5168638,66.65675887210949
2024-07-04 04:00:00+00:00,1226.0,1229.0,1220.199951171875,1227.8499755859375,5623991,67.17593369669875
2024-07-04 08:00:00+00:00,1227.8499755859375,1234.300048828125,1227.0,1231.949951171875,4480395,68.52825304168934
2024-07-05 04:00:00+00:00,1223.300048828125,1234.0,1221.300048828125,1229.050048828125,2935888,64.83097365712705
2024-07-05 08:00:00+00:00,1229.050048828125,1235.800048828125,1227.300048828125,1232.0,3295136,65.91919166667623
2024-07-08 04:00:00+00:00,1235.5999755859375,1238.8499755859375,1226.050048828125,1233.699951171875,2301089,65.8678630798361
2024-07-08 08:00:00+00:00,1233.800048828125,1236.949951171875,1231.0,1236.0,2678621,66.8120969887166
2024-07-09 00:00:00+00:00,1231.050048828125,1238.0,1229.300048828125,1234.5,2708068,65.53873162613641
2024-07-09 04:00:00+00:00,1234.5,1245.3499755859375,1234.5,1245.1500244140625,4552574,69.92193701570427
2024-07-09 08:00:00+00:00,1245.1500244140625,1250.0999755859375,1243.25,1246.300048828125,6106075,70.36034141188797
2024-07-10 04:00:00+00:00,1243.75,1245.300048828125,1236.4000244140625,1243.8499755859375,4351781,68.0391544721767
2024-07-10 08:00:00+00:00,1243.449951171875,1246.9000244140625,1240.449951171875,1243.199951171875,5682807,67.37020332195625
2024-07-11 00:00:00+00:00,1246.9000244140625,1257.699951171875,1241.5999755859375,1242.0,2959297,66.07864152101595
2024-07-11 04:00:00+00:00,1242.0,1242.4000244140625,1225.0999755859375,1235.050048828125,4213052,59.02104115768675
