,ICICI_Close_ret,Nifty_Close_ret,BankNifty_Close_ret,Gold_Close_ret,USD_INR_ret,Bond_10Y_ret,Bond_5Y_ret,US_10Y_ret,US_5Y_ret,FII_Net_chg,DII_Net_chg,CPI_Index_chg,WPI_Index_chg,Trade_Balance_Billion_USD_chg,Repo_Rate_%_chg,CRR_%_chg,Real_GDP_YoY_Growth_%_chg,Net Profit (₹ Cr)_chg,NII (₹ Cr)_chg
2017-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-26,0.004883709626091324,0.0036623979675021196,0.0010404347169632841,0.006798190801191451,0.0009367682183868799,0.0005499793896365593,0.0014112336522227355,-0.007269776693831973,-0.006238852333734597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-27,-0.016958980450230993,-0.0038768496273459364,-0.007003929216713562,0.002255863771485303,0.0010917883015417388,-0.0077273739005322886,-0.00381491102020075,-0.021717703742307682,-0.017133019596545247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-28,0.007960629201658829,-0.0012256021006669842,-0.00023735322308466184,0.005501525365828419,-0.0012478554107154074,0.018054674752560992,0.020315917199475206,0.007428795051290822,0.015791028337091364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-29,-0.00413154068960488,0.005026504801246669,0.0019380890977915973,0.009383296909513904,-0.003752936382964156,-0.009509649168255831,-0.011964527810984149,-0.011164040287203613,-0.012612724664333398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,-0.011853291032710727,0.0,-0.008704769882079117,0.0,0.0,0.001500375375234492,0.001398601626583598,0.0,0.0,0.0,0.0,0.6429683834589667,0.27188278830900003,-1.003870000000001,0.0,0.0,-0.7368994230454007,-279.75837416828614,175.0
2018-01-02,-0.0019356943115979145,-0.008439512288536271,0.0007955814612625986,0.005648795435594413,-0.005813513112916385,0.0063854574686937945,0.007518832414027319,0.02464188101332184,0.019749254747944586,773.8699999999999,941.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03,0.016968646292050985,9.576067320342099e-05,-0.0007758327085962116,0.0019012136171542553,0.00063011974359653,-0.008431982502506654,-0.0034739144225430195,-0.007328977301869084,-0.0013342323504019274,-857.93,355.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04,-0.0009526857227741442,0.005881209368789884,0.005671394658589171,0.0024283463684654956,-0.0015760444554657658,0.0012284175434051185,0.002780096313811117,0.0024489978953913397,0.009302352381601762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05,-0.005736370120210025,0.005132056867763014,0.005453969109716899,0.0006819141750703172,-0.0003155071804054616,-0.005882772283792318,-0.006126446341155393,0.009332590056308774,0.007467725661303332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08,0.003987064894449083,0.006113570815585057,0.002895941138706207,-0.0012884713036933884,0.001576541395433593,0.007654493360532044,0.0020927806731305776,0.0016141845430808664,0.0,-337.78999999999996,-559.0400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09,-0.004946147613187075,0.001260584616212523,0.0010783009143700607,-0.005246580568031189,0.0028315261957383604,0.003126914382487262,0.003061510879982346,0.02626493376571207,0.016923726196315582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10,-0.00192133669994702,-0.0004513385294137436,-0.003370899305559044,0.004336147142567866,-0.0012574663712900636,0.009994680714447672,0.008302247770332524,0.0015698388373135256,0.0017197712591254322,-1745.69,2123.592823322183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11,-0.008045064921616394,0.0017854294613236375,0.0017004564217406564,0.002426044534775419,0.0011003695207588064,-0.0006721785559265358,-0.0017929802748329528,-0.007478898848380493,-0.006031977575879981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12,0.02614941406050052,0.0028172876803263624,0.0034293555933980237,0.009645929220218629,-0.0006286343127026149,0.0025518783575040646,0.0015173463149842717,0.008262941797533438,0.014160285507306662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15,0.035861641456099304,0.005629512900836509,0.012356740008072907,0.0,0.0,-0.0016109548389281725,-0.0006894174695677704,0.0,0.0,1874.5500000000002,-1978.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-16,0.014471291808469722,-0.00383356587156863,-0.0036238508915964213,0.0014988012123869202,0.006268630463199158,0.014538435465425895,0.012201124696342403,-0.003139773180082221,0.0034028682718262827,660.25,-73.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-17,0.027018644226212776,0.00819955353642979,0.012023752589507372,0.0019450709821960197,-0.0020329978071004233,-0.018095832846314067,-0.01662468734232903,0.013276320911900416,0.016424893876426355,-68.03999999999996,414.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-18,0.008413045542182512,0.002633602200690908,0.009400644985396476,-0.009009069942365968,-0.00015655577331402112,0.007523883403768722,0.005112980115554277,0.012719381941342842,0.006661153673004203,1269.8600000000001,-826.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-19,0.02129420073250399,0.007157479729840962,0.013924326259558549,0.004439620791428774,-0.00046981443194435353,0.0010702342158663575,0.0008266740619585842,0.009908626103305862,0.01073061136077196,-906.74,867.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-22,-0.00595667973724997,0.006541382438729125,0.004882200215407276,-0.0007510891007015731,0.0006263702052583445,-0.002275618410564493,-0.0034489928650610975,0.010562104107288667,0.010210362980651689,579.26,-671.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-23,0.030262963441310492,0.010657745398174344,0.012838280306697604,0.003600038990317503,-0.0018802888648522087,-0.006588259124383353,-0.005821222259616537,-0.015504144600239867,-0.016387077926788608,-338.1600000000001,630.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-24,-0.0267130523137513,0.000207472782716017,0.00029024959422837535,0.015009996047209607,-0.0010984700986851682,-0.018095832846314067,0.0030534374868904698,0.011368053735905447,0.00822710562819125,-452.92999999999995,-362.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-25,0.022564188181683077,-0.0014758864718050037,0.0017175988258195578,0.0047824097943095206,-0.002672747444394048,0.004251532153205133,0.0038727572608444386,-0.012512008449759636,-0.008640213464764606,160.89,-771.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-26,0.0,0.0,0.0,-0.007958810491319437,0.0009441385437763095,0.0,0.0,0.01552175377146859,0.020450590527956513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-29,-0.008768933917220433,0.00547297411504586,0.0019218625965606354,0.0,-0.0001572945343391943,0.018054674752560992,0.0120747899562916,0.013803592460141791,0.010070521112402905,-645.4499999999999,1055.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-30,-0.012378774861290907,-0.007281350035077295,-0.008377177695598693,-0.012058167071074382,0.0012576640550980005,-0.0009411765400637422,-0.002047922075565647,0.009954068941521848,0.004798123667831759,-397.42,-371.72999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-31,-0.0008496648528186871,-0.0019884815852113905,0.004040290835773631,0.0026921759851948287,-0.0011003695207589385,-0.0005382131453926047,0.000956218910371343,-0.0022034683364123386,0.0067581097154165515,-31.069999999999993,1576.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,-0.01930978773770777,-0.000979814128127614,-0.00581501495268211,0.003950401091376265,0.006115267979389674,0.018054674752560992,0.014369231917403538,0.019297876495097045,0.013771646421819656,659.37,-1229.96,-0.3825999999999965,0.09062759610399951,0.5809300000000004,0.0,0.0,0.0,0.0,0.0
2018-02-02,-0.03258759089834132,-0.023539213933076866,-0.028678003165996443,-0.007916469765226359,0.0021861345371196206,-0.0056702202425150785,0.0014793896854565093,0.028791783811918305,0.015510183712373055,427.26,-573.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-05,-0.016245789452344252,-0.00877862069830589,-0.013412236786046038,-0.0005249568386138391,-0.0007802138181538445,0.005670220242515022,-0.0010757026719677145,-0.021247322383580985,-0.030471134963075394,-1475.9299999999998,674.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-06,0.0030284773406358454,-0.01590408165467595,-0.011075063167863742,-0.005189755905578952,0.002650247088689082,-0.004877093961679102,-0.0012115502592568897,-0.009349231649575754,-0.005170030186384769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-07,0.005578451179065724,-0.0020548141539544224,-0.0054894039796682245,-0.010994537916590984,0.0,-0.004900996630362445,-0.006215396309415639,0.027086550385585967,0.022472919227545463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-08,0.003901623294327758,0.009513851145813865,0.009717005736215987,0.0040327608986760796,0.0006225681134935083,-0.00866845462682255,-0.009532960658723638,0.0024582871981020256,0.0011689153490278801,-113.94000000000005,-506.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-09,-0.021496444498334363,-0.0115920444485001,-0.017788057922170124,-0.002889772982946634,0.0015547266813299063,0.003209417036735934,0.0046416465588822444,-0.00774654371291516,-0.02045706455424673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-12,-0.0015314464708474321,0.008078254517088934,0.009301303189794172,0.008417731344798464,-0.001243587910929073,0.0008007474069929632,-0.0010902154255083328,0.009848871666349766,0.015381898058046201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-13,0.0,0.0,0.0,0.002940864406439292,-0.00031113877040067,0.0,0.0,-0.005968140686313143,-0.002351114662199866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14,-0.022629518152881056,-0.003692818691702758,-0.014119739960282453,0.020421058915214334,-0.002648595456570437,-0.0006672449703753194,-0.0019107416759139562,0.02537949269344561,0.035077821773122755,-88.84000000000003,187.91000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-15,0.029958836576643787,0.004238223668407977,0.0032738960943053896,-0.002511468630411128,-0.00265562914798879,0.010226531783831374,0.007485574252663312,-0.007581040394460492,-0.0018957785205855734,488.4200000000001,202.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-16,-0.02339634605281453,-0.008877197442514924,-0.010296960008537361,0.0008132005147932578,0.004370227027321404,0.0011885111996591503,0.0005422258503459725,-0.004854357195359008,-0.00342143009409182,-825.7,1077.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-19,-0.004057493822930139,-0.007095270288084443,-0.004195296458056363,0.0,0.0,0.0,0.0,0.0,0.0,170.20000000000005,-541.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-20,-0.007849304345256436,-0.0017358770846747271,-0.007375947440202458,-0.018195805777987704,0.009609497380947452,0.011938482234161859,0.009575904315238661,0.0055458700407583494,0.008342890515083095,45.43999999999994,850.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-21,0.006127749851302063,0.003569718731482044,0.002501433783586116,0.0009026261706847339,-0.0010803303774698282,0.0054623623918400276,0.004419748706753229,0.017135508727875653,0.011638914745340161,-363.83000000000004,-61.75999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-22,-0.0026663911723350912,-0.0014196242279203768,0.0007415337309543212,0.00045100774382701627,0.0038529754069429128,0.00465839351732231,0.004799369297668475,-0.008873785975388598,-0.010129499916280251,-1121.16,-316.05999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-23,0.013726657617796002,0.010381515779008083,0.013821024755131951,-0.001805344615643647,-0.004625355147202887,-0.010251176515803123,-0.00868234933882323,-0.01589529077153732,-0.012903374479582425,1849.0200000000002,454.6099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-26,0.013235018788092807,0.008688611908417675,0.015116896846281409,0.0018804775121498492,0.0010811646740087263,0.0027352670912339436,-0.0002683483177246225,-0.0041885170775524914,-0.004210501027247149,-633.19,-104.57999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-27,-0.015095974805145546,-0.002677764703635068,-0.011916783876721113,-0.011488261375785172,0.0009257831242922271,-0.0028657047096278974,-0.0030911925696727465,0.016993655048862487,0.023503658717466156,212.64999999999998,-362.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-28,-0.02801560602713267,-0.0058393057141950064,-0.01094061407904638,0.0,0.005536772065131893,0.007796297285726191,0.004164154046000323,-0.013850623669593243,-0.007144160848915838,-843.66,550.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,-0.02685378402488537,-0.003293370543887722,-0.008192416640167502,-0.009624253533214297,0.0,0.0015519920342316916,0.002276227802109109,-0.02256799957740642,-0.028710123352193095,1846.83,-1866.0900000000001,0.0,0.18125519220599529,-1.5191500000000016,0.0,0.0,0.0,0.0,0.0
2018-03-02,0.0,0.0,0.0,0.013872136457073265,0.0006133088202056268,0.0,0.0,0.018725228836668863,0.018469112620100165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-05,-0.005260588229514507,-0.009559475957881534,-0.0033729086447446413,-0.0022734172079491807,-0.002762856707607637,0.004898810879816642,0.0028046762959418234,0.008365308030004346,0.007974276934543062,-244.73,-309.71999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-06,-0.027742333756915677,-0.01063665692404489,-0.01503051925761537,0.011690746933441305,-0.0024622973351609927,-0.00012860909284007497,-0.0004001867591592534,-0.0013893536126914437,0.00037811591082425764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-07,-0.028708285758733857,-0.009317099938461516,-0.012941095235870673,-0.005715142383890748,-0.0006165228308724814,-0.012554361486691947,-0.008441130043023637,0.0020832658760248186,0.0015111255498590195,-894.89,857.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-08,0.0351271895847373,0.00867298109371104,0.014134714251167227,-0.004610897113995902,0.004461202691682295,-0.0020860503001487105,-0.001077006027637949,-0.005914075486507061,-0.006058342252472482,1037.44,-191.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-09,-0.0144155370277301,-0.0015438368683495453,-0.007430261773320665,0.0018922913369371754,-0.0004605818765692596,0.0011739386987020457,0.0014805844282188383,0.009722339219067837,0.00794411104291107,-15.259999999999998,-629.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-12,0.02679864481956581,0.018844845326350685,0.015022566295201068,-0.0022711796760658443,-0.00184445179864786,-0.005490209869067061,-0.0026936043222229563,-0.008327656766607868,-0.007184774065344001,314.25,-264.33000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-13,0.01223153577066109,0.000522750722395459,0.0030140809365595384,0.004914386241190294,-0.0023103591331842584,0.0031409527196917014,0.002424570153260889,-0.007694978934322612,-0.0018992886707390215,3595.5954599252427,2123.592823322183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-14,0.005569990702235467,-0.0015308007692338495,0.004557324862696012,-0.001131947426727324,-0.000154213894977378,0.004172649162775157,0.0014787930368478758,-0.01094455321400006,-0.009167431494061242,-3594.3225173695573,-2045.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-15,-0.01514415236247329,-0.004886618546444992,-0.0024092381317261154,-0.0057549571034445565,0.0015410698072245224,-0.006789424174225857,-0.007551276443010857,0.003189817739940175,0.006120919130396156,-446.41999999999996,688.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-16,-0.011175165736323545,-0.0160545978679463,-0.012268410941149905,-0.004185539229898073,0.00046185821773969395,-0.010006666777750443,-0.007199650742048535,0.007754735474059804,0.008733680759450661,554.9399999999999,-1026.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-19,-0.011980343800645499,-0.00994620052782473,-0.010031965135705858,0.00418553922989804,0.003687206512671243,0.006726039204506356,0.0038100467916347756,-0.0010539333277081737,-0.0011348671595874066,442.69000000000005,579.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-20,-0.00869474372870289,0.002977420018466655,-0.0031768687801567923,-0.004338127119398508,-0.0003067484686628341,0.0009196611040360567,0.0014928414253729256,0.011879916107820448,0.014653666179999532,51.93000000000001,922.6899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-21,-0.009635445018835105,0.003047438325629427,0.0036098572570732266,0.007295401194057268,0.00015338599615930207,-0.004474869272958224,-0.0020362458674907454,0.009678650142475405,0.006320883699259026,-245.72000000000003,-533.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-22,-0.02078861541240519,-0.003996058598285198,-0.004715205987432636,0.0044573976096106815,-0.0015349197180838127,-0.0027739268827253194,0.0013579578404001773,-0.02613846199194711,-0.02476673895053971,62.670000000000016,212.10999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-23,-0.02756069793444807,-0.011604700101594518,-0.019706996680672086,0.016966715936515404,-0.0018450189735691282,-0.0003969041528586858,0.00040702802271460156,-0.0007064971968079811,-0.008010688775093902,1467.08,-1345.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-26,0.021895836066460887,0.01317546616079525,0.023958279267711532,0.003772594220179005,-0.0023110710540500353,0.008695706967553913,0.00783681892209091,0.004583125162347864,0.009149865280915943,-2369.38,2123.592823322183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,0.007956947348532471,0.005267107884641591,0.007798185679986596,-0.00971924053303923,0.002311071054050105,-0.018095832846314067,-0.020348025549368997,-0.02025292970855528,-0.02148145295399873,1804.31,154.9599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-28,-0.019742772751210978,-0.006941668814759831,-0.007014795760195707,-0.012830862694559693,0.002612773329899966,0.008824984298599823,0.0047961722634930135,-0.003956098584907886,0.0038699701923436136,-2253.67,-212.23999999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-29,0.0,0.0,0.0,-0.0010577275967254573,-0.0004605818765692596,0.0,0.0,-0.012327987207727145,-0.010483477992818457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-30,0.0,0.0,0.0,0.0,-0.00015357444551420223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-02,-0.05616996723241877,0.009652935584409928,0.0026814881033637343,0.014484794192477413,0.0,0.0,0.0,-0.003288811457858139,-0.005087082498063639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-03,0.030834965461486872,0.0032458864317621047,0.007457165293425982,-0.006953504164492984,-0.001690877353133528,-0.008961363432803618,-0.009477441999202163,0.018854730798062665,0.021347624383291217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-04,-0.0051974872863256825,-0.011446384030859532,-0.015670524639273008,0.002248370796679207,0.0012300124551998545,-0.00519623759097013,-0.0038716862522887225,0.0014358175119231766,0.0007676987044456153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-05,0.03654707088781449,0.019239306758980577,0.025786303535004072,-0.008646345041192702,-0.002461539704446572,-0.018095832846314067,-0.01746952400064713,0.015658650683522797,0.012962498685385774,-437.68000000000006,-876.5800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-06,0.007151618632802176,0.0006244175835545499,0.00456749665133199,0.005722457733424547,0.0004620004702180313,0.006712373125951164,0.0014088477957232752,-0.020332400327923352,-0.019507261282240743,3595.5954599252427,-1796.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-09,0.0007126057561128182,0.004611095715747583,0.00883193503708939,0.003298124789570669,0.0,0.0070828710797637764,0.0065951266902434256,0.00395609858490791,0.004624317986703601,-2321.3900000000003,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10,0.02791350824571487,0.0022039111834326382,0.0052861013557452255,0.004256401204819836,0.0,0.018054674752560992,0.018155858706657608,0.003940509520518522,0.009184882444470353,-2793.27,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-11,-0.014825266008725791,0.001431395034394698,-0.005108811514564571,0.01074681456735932,0.004761548048565989,0.018054674752560992,0.012692084399378727,-0.0025058075099414785,-0.0019066219503222565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-12,0.0077017900204839895,0.0039759006232568585,0.0038513601214007352,-0.013432964185142135,0.00030641949067695436,-0.009064311594585695,-0.00230805886182532,0.015647598143327595,0.019278661462749598,2704.7400000000002,-2123.3767107782205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-13,0.005217250636277291,0.002096467331850084,0.00021827513279476033,0.0047704504893987506,-0.00015319800872559824,-0.004966786504143985,-0.0013601743119869651,-0.0017658893328475094,0.0018702509011531445,-343.7,827.4300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-16,-0.0022573458951859896,0.004545689717794212,0.0047603414031615445,0.002005684379909184,0.0029067564259084213,0.007374170306904979,0.00705278930527335,0.001059890921958477,0.002612417687786435,91.45999999999998,-335.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-17,0.014326543766397686,0.0019310664870136763,0.0005369534234593873,-0.00022269553924516243,0.0030506430004121022,0.00040066778499279706,0.0004053780205503978,-0.006376261835759682,-0.0018653668471759878,-643.26,752.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-18,-0.005844018862947108,-0.0021352422200410556,-0.00920554427283084,0.0029647221128227827,-0.0006093845404908627,0.0062562600068317865,0.004313837911096099,0.018659302768977197,0.01959758563840284,35.67999999999995,145.8900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-19,-0.0015525831621999756,0.0037076219486611,0.0009495787648290125,-0.0032616058148920136,0.002587323564950954,0.012527361033434319,0.01336203739478885,0.016260496728670686,0.01056285333753603,290.72,-421.09000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-20,-0.026061798268680828,-0.00011831883371402492,-0.007281797468902785,-0.007527591093269497,0.005457039463058117,0.01133636480793078,0.01397149390857976,0.012617368003534652,0.011885604543194098,603.97,-337.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-23,-0.009794280111343968,0.0019528716532068399,0.0006732468626039079,-0.010679968716113873,0.004073325387635869,0.002846424486208757,0.008731403617427224,0.007427473138053944,0.009265933344878779,-238.05999999999997,276.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-24,0.01668171379530575,0.002797241731914462,0.0032578303740370025,0.006707153771284317,-0.0009037506263568113,-0.007391591716137946,0.0,0.0033579582637014303,-0.002841883561169166,-421.91,121.29000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-25,-0.018473041140592558,-0.004135008266019891,-0.009134275293262547,-0.007690660944510987,0.0084034107963796,0.007133160392823459,0.002850481328877737,0.013650916019876776,0.008501620034817178,376.2,-72.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-26,-0.00017909286776343427,0.004460005540255803,0.007887613331388559,-0.003715570032884322,-0.0017947955760232092,0.002194540350180849,0.004518177182029912,-0.011307044387876676,-0.005659736473648006,-751.55,248.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-27,0.031939075977849396,0.006992018327494462,0.015224814134156262,0.0030342129414097896,-0.0017980226600066145,0.0015461928090082545,0.002058672883536368,-0.011098143916546547,-0.006405675664748899,297.1299999999999,-50.39999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-30,-0.01293495838520019,0.004390691482923282,0.00538033356086483,-0.003110260543535764,-0.002703110220784895,0.0,0.0,-0.007127098893737621,-0.004293417541801574,373.74,-371.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,-0.009465644983154229,0.0003007066629183576,0.0,0.0,0.013531992902664061,0.011408346223119809,966.9,-18.850000000000023,0.6429683834589667,0.6395340867257466,2.028115003099263,0.0,0.0,0.0,0.0,0.0
2018-05-02,-0.026021792955042318,-0.0019853115722468315,0.0014364648210974027,-0.0009208665713252698,0.0028522123966971315,-0.004387103810612005,-0.001929881589649889,-0.004040437755215152,-0.006758002926510332,-1845.0,920.5100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-03,0.017895786289459484,-0.003589119852419833,0.0014440918529917111,0.00619906000228972,-0.00044980883883059716,0.00012930755820695568,-0.00141761735191301,-0.00609135122215755,-0.007163347440082237,896.9699999999999,-1317.8400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04,0.003364416808994492,-0.005765879228025447,0.0015667669413311264,0.0015247392406204264,0.002247023640385469,-0.0007760962748885142,0.0016751501887729994,-0.0006791488968888165,-0.0007191994006699471,258.58000000000004,769.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-07,0.02427445160532835,0.009117072584576636,0.008025715765162417,-0.0003809669127580398,0.004478956427681372,-0.013811294458548366,-0.011004059513797255,0.00203598370544026,0.0014377962864205412,-51.35000000000001,-912.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-08,0.0572401224116919,0.00021460108497364168,0.00918136316469668,-0.00015239019585577444,-0.000148975791709293,-0.005525602797388208,-0.004828090542687555,0.0064200433142475285,0.008583803711787175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-09,-0.00811568248368036,0.002227489038162844,0.002448008544488764,-0.0005336417302308635,0.001934956322997707,0.016875277822844707,0.015317018042517686,0.01171948692866074,0.010627082162869362,-224.3,473.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-10,0.00016298564892564815,-0.002344124254457977,-0.0008969797131364685,0.007218601800712527,-0.00014870994153370039,0.0007780083379990971,0.0024445171388185706,-0.01104613504387933,-0.0017633982483652264,-2986.47,1725.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-11,0.01327318359149548,0.008358547680564028,0.010739708610317776,-0.0013637768572015564,0.0005947071242779351,0.001424778428965512,0.0005138746259020754,0.0,0.001763398248365355,3382.48,-2123.3767107782205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-14,-0.002737333848894676,9.217500201396874e-06,0.0023445183744753976,-0.0018971737809504907,0.00400504874151522,0.01286025954413122,0.01187374307528713,0.008045611642026058,0.004920902311100369,705.65,1309.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
