Date,ICICI_Close,Nifty_Close,BankNifty_Close,Gold_Close,USD_INR,Bond_10Y,Bond_5Y,US_10Y,US_5Y,FII_Net,DII_Net,CPI_Index,WPI_Index,Trade_Balance_Billion_USD,Repo_Rate_%,CRR_%,Real_GDP_YoY_Growth_%,Net Profit (₹ Cr),NII (₹ Cr),Nifty_RSI_14,BankNifty_RSI_14,ICICI_RSI_14
2010-02-15,148.6090850830078,4801.9501953125,8312.7001953125,1089.5,46.44,7.891,7.329,3.693000078201294,2.3340001106262207,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.0,10.149064571049893,878.0,2100.0,36.13919082622636,37.498792020262975,45.29968620384094
2010-02-16,151.3545379638672,4855.75,8397.7998046875,1119.300048828125,45.99,7.868,7.342,3.6640000343322754,2.299999952316284,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.0,10.149064571049893,878.0,2100.0,41.491234410844825,41.24556819352416,49.68004423474112
2010-02-17,152.89999389648438,4914.0,8551.5,1119.5,46.0,7.892,7.342,3.742000102996826,2.388000011444092,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.0,10.149064571049893,878.0,2100.0,46.69975454583274,47.38097889140747,52.00974511098042
2010-02-18,152.73635864257812,4887.75,8573.900390625,1118.0,46.2,7.869,7.329,3.802999973297119,2.444000005722046,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.0,10.149064571049893,878.0,2100.0,44.76575064993221,48.22947803435749,51.736619207959926
2010-02-19,151.55455017089844,4844.89990234375,8487.099609375,1121.300048828125,46.24,7.885,7.329,3.7820000648498535,2.4630000591278076,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.0,10.149064571049893,878.0,2100.0,41.72783448098662,45.188657375488795,49.70638899450713
2010-02-22,151.1999969482422,4856.39990234375,8493.349609375,1112.5999755859375,46.15,7.846,7.304,3.799000024795532,2.447999954223633,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.0,10.149064571049893,878.0,2100.0,42.84878410647143,45.45532584212399,49.084078811911745
2010-02-23,154.13636779785156,4870.0498046875,8512.9501953125,1102.699951171875,46.25,7.799,7.304,3.690999984741211,2.3529999256134033,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.0,10.149064571049893,878.0,2100.0,44.220351336605006,46.33708345154365,54.19841582460846
2010-02-24,152.9363555908203,4858.60009765625,8504.5498046875,1096.5,46.27,7.799,7.304,3.694999933242798,2.359999895095825,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.0,10.149064571049893,878.0,2100.0,43.282035986660816,45.99391107961286,51.90387918123256
2010-02-25,154.83636474609375,4859.75,8537.7998046875,1107.800048828125,46.29,7.823,7.316,3.6419999599456783,2.3380000591278076,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.0,10.149064571049893,878.0,2100.0,43.41190423423938,47.64665256459332,55.14206937370791
2010-02-26,158.57272338867188,4922.2998046875,8722.75,1118.300048828125,46.05,7.864,7.343,3.5950000286102295,2.2839999198913574,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.0,10.149064571049893,878.0,2100.0,50.104483890544984,55.75723890218906,60.73991688589249
2010-03-01,158.57272338867188,4922.2998046875,8722.75,1117.800048828125,46.01,7.864,7.343,3.6059999465942383,2.2829999923706055,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.75,10.149064571049893,878.0,2100.0,,,
2010-03-02,163.11817932128906,5017.0,8922.099609375,1136.9000244140625,46.01,7.944,7.368,3.614000082015991,2.2730000019073486,325.91,-1300.31,65.03028,78.4632109468159,-12.47613,6.0,5.75,10.149064571049893,878.0,2100.0,58.17052580881762,62.500612861009984,66.256667796519
