,ICICI_Close,Nifty_Close,BankNifty_Close,Gold_Close,USD_INR,Bond_10Y,Bond_5Y,US_10Y,US_5Y,FII_Net,DII_Net,CPI_Index,WPI_Index,Trade_Balance_Billion_USD,Repo_Rate_%,CRR_%,Real_GDP_YoY_Growth_%,Net Profit (₹ Cr),NII (₹ Cr)
2014-11-21,288.8827819824219,8477.349609375,18056.091796875,1197.5,61.76,8.168,8.163,2.315000057220459,1.6109999418258667,325.91,-1300.31,96.78036,104.765501095083,-11.5118,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-11-24,295.99346923828125,8530.150390625,18281.736328125,1195.5,61.85,8.162,8.156,2.309999942779541,1.6030000448226929,325.91,-1300.31,96.78036,104.765501095083,-11.5118,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-11-25,289.97613525390625,8463.099609375,18036.841796875,1197.0999755859375,61.89,8.158,8.156,2.259999990463257,1.5679999589920044,325.91,-1300.31,96.78036,104.765501095083,-11.5118,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-11-26,285.4943542480469,8475.75,17975.740234375,1196.5999755859375,61.78,8.143,8.157,2.2339999675750732,1.5520000457763672,325.91,-1300.31,96.78036,104.765501095083,-11.5118,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-11-27,287.63092041015625,8494.2001953125,18022.291015625,1196.5999755859375,61.78,8.147,8.168,2.2339999675750732,1.5520000457763672,325.91,-1300.31,96.78036,104.765501095083,-11.5118,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-11-28,292.8387451171875,8588.25,18512.935546875,1175.199951171875,62.2,8.087,8.137,2.194000005722046,1.5110000371932983,325.91,-1300.31,96.78036,104.765501095083,-11.5118,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-01,293.4646911621094,8555.900390625,18525.0859375,1218.0,61.94,8.059,8.104,2.2179999351501465,1.5210000276565552,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-02,295.5260925292969,8524.7001953125,18555.634765625,1199.199951171875,61.8,7.969,8.001,2.2850000858306885,1.590000033378601,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-03,299.46539306640625,8537.650390625,18645.6328125,1208.5,61.85,7.971,8.012,2.2869999408721924,1.6080000400543213,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-04,302.28619384765625,8564.400390625,18782.630859375,1207.5,61.78,7.967,8.01,2.256999969482422,1.587000012397766,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-05,300.283203125,8538.2998046875,18756.53125,1190.0999755859375,61.9,7.936,7.983,2.306999921798706,1.6820000410079956,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-08,295.2757263183594,8438.25,18509.8359375,1194.699951171875,61.82,7.917,7.996,2.256999969482422,1.6640000343322754,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-09,292.4381408691406,8340.7001953125,18290.4375,1231.5,61.87,7.902,7.978,2.2200000286102295,1.6260000467300415,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-10,293.815185546875,8355.650390625,18462.734375,1228.9000244140625,62.1,7.908,7.989,2.1689999103546143,1.569000005722046,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-11,290.3934631347656,8292.900390625,18404.78515625,1225.0999755859375,62.46,7.866,7.93,2.177999973297119,1.6030000448226929,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-12,289.016357421875,8224.099609375,18299.537109375,1222.0,62.52,7.83,7.886,2.1029999256134033,1.5299999713897705,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-15,288.1401062011719,8219.599609375,18372.4375,1207.199951171875,63.16,7.832,7.913,2.115999937057495,1.5770000219345093,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-16,275.996826171875,8067.60009765625,17830.34375,1193.9000244140625,63.65,7.987,8.104,2.071000099182129,1.5260000228881836,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-17,277.3739318847656,8029.7998046875,17865.54296875,1194.300048828125,63.52,7.969,8.106,2.1480000019073486,1.6119999885559082,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-18,288.5573425292969,8159.2998046875,18326.38671875,1194.699951171875,62.98,7.928,8.071,2.2039999961853027,1.659000039100647,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-19,297.1117858886719,8225.2001953125,18478.685546875,1195.9000244140625,63.24,7.96,8.117,2.1760001182556152,1.6540000438690186,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-22,299.7825012207031,8324.0,18747.130859375,1179.699951171875,63.22,7.954,8.091,2.1619999408721924,1.659000039100647,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-23,294.6080627441406,8267.0,18603.533203125,1177.9000244140625,63.4,7.922,8.039,2.256999969482422,1.7269999980926514,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-24,294.6915588378906,8174.10009765625,18535.134765625,1173.5,63.55,7.96,8.08,2.263999938964844,1.758999943733215,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-25,294.6915588378906,8174.10009765625,18535.134765625,1173.5,63.55,7.96,8.08,2.263999938964844,1.758999943733215,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-26,292.8971252441406,8200.7001953125,18556.984375,1195.300048828125,63.55,7.978,8.102,2.25,1.75600004196167,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-29,291.3948974609375,8246.2998046875,18528.134765625,1181.699951171875,63.67,7.927,8.054,2.2070000171661377,1.712000012397766,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-30,292.3129577636719,8248.25,18647.333984375,1200.199951171875,63.38,7.873,8.012,2.190000057220459,1.684000015258789,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2014-12-31,294.6915588378906,8282.7001953125,18736.431640625,1183.9000244140625,63.04,7.855,7.992,2.1700000762939453,1.652999997138977,325.91,-1300.31,96.78036,101.593535231478,-8.834599,9.0,4.0,5.922736323160627,2532.0,4279.0
2015-01-01,294.0238342285156,8282.7001953125,18750.23046875,1183.9000244140625,63.04,7.88,8.028,2.1700000762939453,1.652999997138977,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-02,302.36968994140625,8395.4501953125,19057.580078125,1186.0,63.27,7.872,8.034,2.122999906539917,1.618000030517578,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-05,302.9955749511719,8378.400390625,19017.1796875,1203.9000244140625,63.34,7.892,8.048,2.0390000343322754,1.5679999589920044,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-06,290.1430358886719,8127.35009765625,18430.53515625,1219.300048828125,63.57,7.899,8.062,1.9630000591278076,1.493000030517578,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-07,282.2980041503906,8102.10009765625,18304.037109375,1210.5999755859375,63.27,7.856,8.032,1.9539999961853027,1.4730000495910645,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-08,289.97613525390625,8234.599609375,18701.18359375,1208.4000244140625,62.67,7.86,8.02,2.0160000324249268,1.496000051498413,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-09,285.3024597167969,8284.5,18637.033203125,1216.0,62.34,7.844,7.997,1.9709999561309817,1.4429999589920044,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-12,289.2249755859375,8323.0,18795.630859375,1232.699951171875,62.09,7.812,7.948,1.9119999408721924,1.3880000114440918,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-13,284.5096130371094,8299.400390625,18706.982421875,1234.300048828125,61.97,7.768,7.895,1.8899999856948853,1.3589999675750732,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-14,281.1712341308594,8277.5498046875,18603.583984375,1234.4000244140625,62.09,7.772,7.913,1.837000012397766,1.3029999732971191,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-15,294.4828796386719,8494.150390625,19235.427734375,1264.699951171875,62.06,7.694,7.772,1.774999976158142,1.2239999771118164,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-16,295.31744384765625,8513.7998046875,19222.927734375,1276.9000244140625,61.87,7.706,7.739,1.815000057220459,1.2829999923706057,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-19,301.1177978515625,8550.7001953125,19405.826171875,1276.9000244140625,61.87,7.723,7.757,1.815000057220459,1.2829999923706057,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-20,306.9181823730469,8695.599609375,19766.8203125,1294.199951171875,61.64,7.723,7.727,1.8070000410079956,1.2929999828338623,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-21,307.5023498535156,8729.5,19843.01953125,1293.699951171875,61.55,7.69,7.686,1.8530000448226929,1.3359999656677246,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-22,308.6290283203125,8761.400390625,19917.41796875,1300.699951171875,61.32,7.712,7.688,1.8960000276565552,1.381999969482422,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-23,309.3802185058594,8835.599609375,20072.466796875,1292.5999755859375,61.46,7.704,7.651,1.8170000314712524,1.3240000009536743,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-26,309.3802185058594,8835.599609375,20072.466796875,1279.4000244140625,61.46,7.704,7.651,1.8279999494552612,1.350000023841858,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-27,320.0628662109375,8910.5,20555.01171875,1291.699951171875,61.34,7.704,7.673,1.825000047683716,1.3320000171661377,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-28,320.5218811035156,8914.2998046875,20491.51171875,1285.9000244140625,61.34,7.705,7.677,1.7239999771118164,1.241000056266785,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-29,317.3922119140625,8952.349609375,20528.361328125,1254.5999755859375,61.94,7.711,7.693,1.7510000467300415,1.274999976158142,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-01-30,301.0343322753906,8808.900390625,19843.51953125,1278.5,62.01,7.691,7.672,1.6749999523162842,1.187000036239624,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-02,293.6483154296875,8797.400390625,19865.669921875,1276.199951171875,61.68,7.652,7.626,1.6729999780654907,1.184999942779541,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-03,289.2667541503906,8756.5498046875,19382.724609375,1259.699951171875,61.67,7.727,7.724,1.7799999713897705,1.2790000438690186,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-04,287.6392822265625,8723.7001953125,19173.77734375,1263.800048828125,61.73,7.717,7.737,1.7970000505447388,1.2910000085830688,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-05,280.0863037109375,8711.7001953125,19051.6796875,1262.0,61.73,7.699,7.723,1.815000057220459,1.2999999523162842,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-06,274.8701477050781,8661.0498046875,18786.48046875,1233.9000244140625,61.7,7.7,7.711,1.937999963760376,1.4639999866485596,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-09,267.1085510253906,8526.349609375,18403.634765625,1240.800048828125,62.1,7.728,7.734,1.9479999542236328,1.4839999675750732,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-10,276.2889404296875,8565.5498046875,18752.28125,1231.5999755859375,62.33,7.728,7.749,1.991000056266785,1.5099999904632568,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-11,279.335205078125,8627.400390625,18940.580078125,1219.0,62.41,7.732,7.756,1.9880000352859497,1.5140000581741333,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-12,283.049072265625,8711.5498046875,19128.376953125,1220.0999755859375,62.3,7.743,7.781,1.9859999418258667,1.496999979019165,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-13,286.9716491699219,8805.5,19369.474609375,1226.5,62.04,7.697,7.718,2.0209999084472656,1.5160000324249268,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-16,282.13104248046875,8809.349609375,19189.7265625,1226.5,62.04,7.707,7.729,2.0209999084472656,1.5160000324249268,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-17,282.13104248046875,8809.349609375,19189.7265625,1208.0999755859375,62.14,7.707,7.729,2.1449999809265137,1.61899995803833,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-18,285.7614440917969,8869.099609375,19296.275390625,1199.699951171875,62.25,7.708,7.736,2.065999984741211,1.5199999809265137,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-19,282.54827880859375,8895.2998046875,19188.078125,1207.0999755859375,62.08,7.71,7.736,2.11299991607666,1.5729999542236328,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-20,276.20550537109375,8833.599609375,19073.328125,1204.4000244140625,62.19,7.695,7.719,2.132999897003174,1.6050000190734863,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-23,274.5780944824219,8754.9501953125,18913.1796875,1200.300048828125,62.15,7.702,7.732,2.059000015258789,1.5449999570846558,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-24,272.11602783203125,8762.099609375,18883.58203125,1196.9000244140625,62.07,7.716,7.751,1.9880000352859497,1.4589999914169312,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-25,269.15325927734375,8767.25,18732.833984375,1201.0,61.84,7.706,7.739,1.968999981880188,1.4630000591278076,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-26,268.1517028808594,8683.849609375,18537.884765625,1209.5999755859375,61.74,7.738,7.775,2.0160000324249268,1.527999997138977,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-02-27,279.7942199707031,8844.599609375,19074.328125,1212.5999755859375,61.67,7.724,7.777,2.002000093460083,1.5049999952316284,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-02,291.31146240234375,8956.75,20007.8671875,1207.699951171875,61.87,7.741,7.811,2.0840001106262207,1.5779999494552612,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-03,290.97760009765625,8996.25,19960.966796875,1204.0,61.76,7.754,7.841,2.121999979019165,1.6139999628067017,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-04,291.5618896484375,8922.650390625,19643.671875,1200.5999755859375,62.3,7.685,7.744,2.122999906539917,1.5989999771118164,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-05,290.22650146484375,8937.75,19747.76953125,1195.9000244140625,62.26,7.705,7.759,2.111999988555908,1.5729999542236328,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-06,290.22650146484375,8937.75,19747.76953125,1164.0999755859375,62.45,7.705,7.759,2.240000009536743,1.6959999799728394,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-09,277.74945068359375,8756.75,19145.328125,1166.4000244140625,62.67,7.74,7.798,2.194999933242798,1.652999997138977,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-10,278.4588928222656,8712.0498046875,19054.1796875,1160.0999755859375,62.71,7.747,7.819,2.125999927520752,1.6069999933242798,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-11,277.62432861328125,8699.9501953125,19043.779296875,1150.699951171875,62.76,7.759,7.831,2.1089999675750732,1.6100000143051147,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-12,282.2562561035156,8776.0,19141.626953125,1152.0999755859375,62.44,7.722,7.791,2.0959999561309814,1.5770000219345093,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-13,275.5795593261719,8647.75,18779.58203125,1152.5999755859375,63.06,7.796,7.879,2.111999988555908,1.5820000171661377,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-16,276.622802734375,8633.150390625,18837.130859375,1153.300048828125,62.8,7.804,7.879,2.0980000495910645,1.569000005722046,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-17,279.46038818359375,8723.2998046875,19058.029296875,1148.300048828125,62.64,7.782,7.858,2.058000087738037,1.555999994277954,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-18,279.41864013671875,8685.900390625,19147.02734375,1151.4000244140625,62.69,7.792,7.86,1.950999975204468,1.4210000038146973,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-19,275.5795593261719,8634.650390625,18810.931640625,1169.0999755859375,62.56,7.756,7.822,1.9769999980926511,1.4769999980926514,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-20,265.8984069824219,8570.900390625,18606.1328125,1184.800048828125,62.47,7.746,7.786,1.9299999475479128,1.4160000085830688,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-23,261.89239501953125,8550.900390625,18448.78515625,1188.0,62.22,7.756,7.798,1.9149999618530271,1.3960000276565552,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-24,260.3066101074219,8542.9501953125,18331.236328125,1191.699951171875,62.4,7.75,7.795,1.878000020980835,1.3700000047683716,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-25,264.4796447753906,8530.7998046875,18309.88671875,1197.300048828125,62.35,7.772,7.805,1.919999957084656,1.4079999923706057,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-26,257.0101013183594,8342.150390625,17831.443359375,1205.0999755859375,62.83,7.797,7.823,2.006999969482422,1.4730000495910645,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-27,262.5183410644531,8341.400390625,18044.591796875,1199.800048828125,62.5,7.776,7.804,1.9479999542236328,1.4170000553131104,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-30,265.9818115234375,8492.2998046875,18361.587890625,1184.800048828125,62.52,7.761,7.783,1.9630000591278076,1.4190000295639038,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-03-31,263.3111267089844,8491.0,18206.439453125,1183.0999755859375,62.31,7.738,7.746,1.934000015258789,1.375,325.91,-1300.31,97.1629,100.415376482139,-8.284537999999998,8.85,4.0,7.1120799550037805,2652.0,4382.0
2015-04-01,269.6957702636719,8586.25,18617.6328125,1208.0999755859375,62.14,7.738,7.746,1.868000030517578,1.3259999752044678,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-02,269.6957702636719,8586.25,18617.6328125,1200.9000244140625,62.13,7.738,7.746,1.9040000438690183,1.3459999561309814,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-03,269.6957702636719,8586.25,18617.6328125,1200.9000244140625,61.99,7.738,7.746,1.9040000438690183,1.3459999561309814,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-06,268.1099853515625,8659.900390625,18605.232421875,1218.5999755859375,62.16,7.721,7.723,1.9040000438690183,1.3049999475479126,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-07,264.8968505859375,8660.2998046875,18469.0859375,1210.5999755859375,62.23,7.786,7.798,1.89300000667572,1.3279999494552612,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-08,262.9774169921875,8714.400390625,18416.384765625,1203.0999755859375,62.22,7.786,7.805,1.8949999809265137,1.3359999656677246,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-09,267.56756591796875,8778.2998046875,18875.630859375,1193.5999755859375,62.18,7.774,7.755,1.9579999446868896,1.3930000066757202,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-10,265.64801025390625,8780.349609375,18800.630859375,1204.5999755859375,62.21,7.801,7.764,1.950999975204468,1.402999997138977,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-13,264.4796447753906,8834.0,18798.03125,1199.300048828125,62.38,7.796,7.754,1.9390000104904177,1.3799999952316284,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-14,264.4796447753906,8834.0,18798.03125,1192.800048828125,62.25,7.796,7.754,1.9040000438690183,1.3420000076293943,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-15,262.8938903808594,8834.0,18716.083984375,1201.5,62.34,7.782,7.759,1.899999976158142,1.3240000009536743,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-16,260.80743408203125,8706.7001953125,18636.833984375,1198.0,62.28,7.799,7.775,1.878000020980835,1.2899999618530271,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-17,258.80438232421875,8606.0,18345.337890625,1202.9000244140625,62.48,7.791,7.765,1.850000023841858,1.2920000553131104,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-20,259.68072509765625,8448.099609375,18112.5390625,1193.5,63.07,7.794,7.777,1.8949999809265137,1.3229999542236328,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-21,259.43035888671875,8377.75,18105.5390625,1202.9000244140625,62.92,7.773,7.748,1.9160000085830688,1.340999960899353,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-22,261.1829833984375,8429.7001953125,18243.486328125,1186.9000244140625,62.96,7.753,7.734,1.972000002861023,1.3880000114440918,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-23,260.2649230957031,8398.2998046875,18245.38671875,1194.4000244140625,63.27,7.757,7.743,1.9470000267028809,1.3569999933242798,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-24,257.2604675292969,8305.25,18001.69140625,1175.199951171875,63.55,7.787,7.78,1.9170000553131104,1.3220000267028809,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-27,252.2946624755859,8213.7998046875,17767.392578125,1203.300048828125,63.34,7.778,7.785,1.924000024795532,1.3420000076293943,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
2015-04-28,272.78369140625,8285.599609375,18246.037109375,1214.0,63.05,7.761,7.783,1.9730000495910645,1.3799999952316284,325.91,-1300.31,97.92796,99.8716109055207,-11.47309,8.5,4.0,7.592544694362413,2655.0,5106.0
